Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
200064,2020,10/13/2020,Danbury,1205 BRIAR WOODS LA,168900,300000,0.563,Residential,Condo,,C16028-1205,,
20213,2020,3/10/2021,Darien,12 KENSETT LANE,971810,1456000,0.6674,Residential,Condo,,,,POINT (-73.50911 41.09763)
20088,2020,11/17/2020,Darien,1 MILES ROAD,875840,1445000,0.6061,Residential,Single Family,,,,POINT (-73.50059 41.06635)
20000024,2020,05/25/2021,Hampton,19 WEST FIST RD,130760,250000,0.523,Residential,Single Family,,,,
200196,2020,04/27/2021,Cromwell,78 WOODLAND DRIVE,60550,109200,0.5544,Residential,Condo,,,,
200053,2020,11/25/2020,Colchester,232 BORETZ RD,132200,230000,0.5747,Residential,Single Family,,,,
200612,2020,07/15/2021,Groton,167 BRANDEGEE AVE,91840,223000,0.4118,Residential,Single Family,,,,
200349,2020,09/14/2021,Colchester,73 COLCHESTER COMMONS,67600,139900,0.4832,Residential,Single Family,,MOBILE HOME,,
200283,2020,2/2/2021,Glastonbury,27 VILLA LOUISA RD,111300,153700,0.7241,Vacant Land,,,,,
200680,2020,8/5/2021,Branford,5 FLORENCE RD,191900,335000,0.5728,Residential,Single Family,,,,
20491,2020,3/4/2021,Hartford,113 MORNINGSIDE ST WEST,35735,8100,4.4117,Residential,Single Family,08 - Part Interest,,,
200372,2020,6/1/2021,Guilford,BLUFF VIEW DR LOT 57,106880,110000,0.9716,Vacant Land,,,,,POINT (-72.6926 41.42259)
200065,2020,10/29/2020,East Haven,10 MAPLEVALE RD,138780,240000,0.5782,Residential,Single Family,,,,
201381,2020,09/30/2021,Bristol,124 LAKESIDE DR UN 105,72520,140000,0.518,Residential,Condo,,,,POINT (-72.92685 41.65548)
200000391,2020,08/27/2021,Brookfield,24 MOUNTAINVIEW DR,225010,485000,0.4639,Residential,Single Family,,,,POINT (-73.44028 41.48002)
20057,2020,04/30/2021,Lisbon,297 N BURNHAM HWY,126920,270000,0.47,Residential,Single Family,,,,POINT (-72.00376 41.62999)
2020365,2020,8/11/2021,Berlin,605 NORTON RD,285600,550000,0.5192,Residential,Single Family,,,,POINT (-72.77244 41.6135)
201015,2020,07/15/2021,Manchester,333 SOUTH MAIN STREET,195300,425000,0.4595,Residential,Single Family,,,,POINT (-72.51892 41.7505)
200224,2020,11/16/2020,Danbury,9 POCONO RD,165200,330000,0.5006,Residential,Single Family,,M10038,,
200106,2020,07/19/2021,Harwinton,120 WILDCAT HILL RD,177280,243000,0.7295,Residential,Single Family,,,,
200699,2020,08/18/2021,Groton,4 JUDSON AVE,164430,360000,0.4567,Residential,Single Family,,,,POINT (-71.98348 41.34643)
200818,2020,04/16/2021,Danbury,73 STARRS PLAIN RD,268100,400000,0.6702,Residential,Single Family,,H24011,,
200729,2020,8/2/2021,Glastonbury,17 STONY BROOK DR 3B1,56600,125000,0.4528,Residential,Condo,,,,
201010,2020,6/2/2021,Danbury,55 CROSS ST A-2,82500,145000,0.5689,Residential,Condo,,K13133-2,,
200109,2020,4/6/2021,East Windsor,65 MAIN ST,81490,120000,0.679,Residential,Single Family,,,,
200125,2020,11/24/2020,Farmington,12 LOCUST LA,152010,236500,0.6427,Residential,Condo,,,,POINT (-72.87464 41.73151)
200059,2020,02/18/2021,Columbia,WELLS WOODS ROAD,49600,59900,0.828,Vacant Land,,,VACANT LAND,,
201302,2020,7/1/2021,Greenwich,227 RIVERSIDE AVENUE,1578850,2535000,0.6228,Residential,Single Family,,,,POINT (-73.58275 41.02832)
2000273,2020,04/20/2021,Cheshire,1721 S MAIN ST,137340,285000,0.4818,Residential,Single Family,,,,
200588,2020,07/20/2021,East Haven,88 BORRMANN RD,129570,280000,0.4627,Residential,Single Family,,,,POINT (-72.85291 41.30127)
201681,2020,9/2/2021,Greenwich,11 FAIRGREEN LANE,1575280,2850000,0.5527,Residential,Single Family,,,,
200138,2020,05/28/2021,Easton,15 REILLY ROAD,540890,955000,0.5663,Residential,Single Family,,,,POINT (-73.27766 41.23173)
200434,2020,04/19/2021,Glastonbury,90 CONESTOGA WAY,122300,245000,0.4991,Residential,Condo,,,,
200030,2020,10/7/2020,Greenwich,114 WEST LYON FARM DRIVE,637000,1000000,0.637,Residential,Condo,,,,
200496,2020,9/7/2021,East Lyme,70 CARRIAGE HILL RD,196840,356500,0.5521,Residential,Single Family,,,,POINT (-72.22127 41.32485)
20021,2020,11/2/2020,Derby,2H MAPLEWOOD CONDO,109550,169900,0.6447,Residential,Condo,,,,POINT (-73.42293 41.1319)
200117,2020,6/1/2021,Killingworth,13 DOGWOOD KNOLL,269560,410000,0.6574,Residential,Single Family,,,,
201066,2020,05/24/2021,Greenwich,36 COGNEWAUGH ROAD,608860,925000,0.6582,Residential,Single Family,,,,POINT (-73.58445 41.05819)
2000360,2020,08/19/2021,Bloomfield,16 BANFIELD LANE,103040,235000,0.438468085,Residential,Single Family,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #2000171,
200507,2020,01/20/2021,Danbury,162-166 SO KING ST,199800,310000,0.6445,Residential,Single Family,,D08043,,
200549,2020,6/8/2021,Branford,49 SUMMER ISLAND RD,204400,380000,0.537894737,Residential,Single Family,25 - Other,OWNS IN NEIGHBORHOOD,,POINT (-72.81487 41.25082)
200871,2020,6/9/2021,Manchester,181 GARTH ROAD,44800,75000,0.5973,Vacant Land,,,,,POINT (-72.48618 41.78211)
200161,2020,07/16/2021,Hebron,162 SKINNER LANE,138950,240000,0.5789,Residential,Single Family,25 - Other,ESTATE SALE,,POINT (-72.37235 41.68473)
200552,2020,05/28/2021,Enfield,47 BRIDGE LA,141970,237000,0.599,Residential,Single Family,,,,
200300,2020,11/30/2020,Danbury,66 CHAMBERS RD,438000,871000,0.5028,Residential,Single Family,,WATERVIEW / E08023,,
200272,2020,4/7/2021,Guilford,18 SUNSET CREEK,416570,775000,0.5375,Residential,Single Family,,,,
20402,2020,06/14/2021,Darien,180 PEAR TREE POINT ROAD,3042830,4750000,0.6405,Residential,Single Family,,,,
201141,2020,8/5/2021,Bristol,19 BISHOP ST,89250,209900,0.425202477,Residential,Single Family,07 - Change in Property,,PER MLS HAS FINISHED BASEMENT AND LARGE REAR PATIO,POINT (-72.91678 41.66741)
200954,2020,05/19/2021,Danbury,68 STETSON PL,157600,295000,0.5342,Residential,Condo,,G07037-68,,
20000131,2020,03/29/2021,Granby,501 SALMON BROOK ST,145460,300000,0.4848,Residential,Single Family,,,,POINT (-72.80095 41.98479)
201117,2020,06/24/2021,Danbury,219 DOGWOOD LA,17600,55000,0.32,Residential,Single Family,25 - Other,ESTATE / K05120-147,,
200035,2020,11/23/2020,Bethany,19 MUNSON RD,197960,359000,0.5514,Residential,Single Family,,,,
200139,2020,12/22/2020,Madison,3 CLOVER LN,472200,765000,0.6172,Residential,Single Family,,,,
201343,2020,7/6/2021,Greenwich,19 STUART DRIVE,544670,1150000,0.4736,Residential,Single Family,,,,POINT (-73.56796 41.04969)
201136,2020,06/28/2021,Danbury,9-11 EAST LAKE RD,434100,720000,0.6029,Residential,Single Family,,E06065,,POINT (-73.49549 41.43936)
200111,2020,10/21/2020,Greenwich,67 BYRAM TERRACE DRIVE,547540,1000000,0.5475,Residential,Four Family,30 - Auction,,,
200605,2020,02/17/2021,Danbury,10 SOUTH ST 81,132300,255000,0.5188,Residential,Condo,,K16163-64,,
201337,2020,8/10/2021,Cromwell,39 CHESTNUT COURT,89600,198000,0.452525253,Residential,Condo,07 - Change in Property,,PROPERTY IMPROVEMENTS NOT REFLECTED IN OUR RECORDS,
200406,2020,12/22/2020,Greenwich,40 WEST ELM STREET UNS5D & 53,618380,2150000,0.2876,Residential,Condo,06 - Portion of Property,,,
200039,2020,11/19/2020,Hebron,360 JONES ST,134650,316347,0.4256,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.3918 41.60424)
200606,2020,7/6/2021,Branford,17 PEDDLARS DR,79300,120000,0.6608,Residential,Condo,,,,
200588,2020,3/4/2021,Manchester,1506 TOLLAND TURNPIKE,146900,238000,0.6172,Residential,Single Family,,,,
200084,2020,2/4/2021,Easton,340 MOREHOUSE ROAD,374500,582500,0.6429,Residential,Single Family,,,,POINT (-73.27916 41.23143)
20720,2020,07/14/2021,East Hartford,96 LANGFORD LN,202230,357000,0.5664,Residential,Single Family,,,,
200142,2020,5/7/2021,Essex,17 HUDSON LN,414300,725000,0.5714,Residential,Single Family,,,,POINT (-72.39877 41.36913)
20361,2020,01/22/2021,Hartford,213 ZION ST & 209 ZION ST,224490,600000,0.3741,Commercial,,24 - Plottage,,,
20026,2020,10/15/2020,Farmington,9 FARM DR,142670,222000,0.6426,Residential,Condo,,,,
200200,2020,09/15/2021,Hebron,51 OLD COLCHESTER RD,264250,485000,0.5448,Residential,Single Family,,,,
200089,2020,12/23/2020,Coventry,93 TROWBRIDGE RD,121500,229900,0.5284,Residential,Single Family,,,,POINT (-72.35998 41.79633)
200513,2020,9/8/2021,Madison,2162 DURHAM RD,260200,501000,0.5193,Residential,Single Family,,,,
200416,2020,03/25/2021,Enfield,13 WEST VIEW DR,128040,272500,0.4698,Residential,Single Family,,,,POINT (-72.53911 42.0263)
20577,2020,03/30/2021,Hartford,19 MORRIS ST,178640,415000,0.4304,Apartments,,,,,
200002,2020,10/1/2020,Killingly,49 OTIS ST,148680,215000,0.6915,Residential,Single Family,,,,
200071,2020,2/10/2021,Killingworth,36 BOULDER TRAIL,35740,63500,0.5628,Residential,Single Family,,,,
20883,2020,06/15/2021,Hartford,52 CHADWICK AVE,48265,122350,0.3944,Residential,Two Family,25 - Other,BELOW MARKET,,POINT (-72.70841 41.75865)
200649,2020,7/2/2021,Glastonbury,71 HURLBURT ST,409700,755000,0.5426,Residential,Single Family,,,,
200883,2020,04/20/2021,Greenwich,11 BROOK DRIVE,1137500,7500,151.6666,Vacant Land,,11 - Court Order,FORCED SALE BY COURT,,POINT (-73.63027 41.01814)
200054,2020,12/14/2020,Canton,97 INDIAN HILL ROAD,206240,370000,0.5574,Residential,Single Family,,,,
200553,2020,3/8/2021,Bristol,90 BERNIE AVE,130900,250000,0.5236,Residential,Single Family,,,,POINT (-72.92619 41.65848)
200837,2020,04/20/2021,Danbury,10 HAYESTOWN RD 2-12,250800,300000,0.836,Residential,Condo,,I09066-12,,POINT (-73.45373 41.42229)
201346,2020,09/23/2021,Griswold,650 HOPEVILLE RD,94640,200000,0.4732,Residential,Single Family,,,,
20075,2020,06/26/2021,Bolton,46 FAIRWAY DR,283400,475000,0.5966,Residential,Single Family,,,,POINT (-72.44508 41.77824)
200525,2020,6/11/2021,Groton,294K MERIDIAN ST,49910,90000,0.5545,Residential,Condo,,,,
20008,2020,11/4/2020,Eastford,22 FIRE TOWER RD,190790,334000,0.5712,Residential,Single Family,,,,POINT (-72.046 41.8675)
200925,2020,09/21/2021,Enfield,2A HARVEST RD,107860,240000,0.4494,Residential,Single Family,,,,
200195,2020,2/9/2021,East Lyme,92 OLD BLACK PT RD,392770,737000,0.5329,Residential,Single Family,25 - Other,"SALE INCLUD PARCEL ACROSS ST ASMT=391,720+1050",,
20638,2020,06/21/2021,East Hartford,17 JOANNE DR,88590,225000,0.393733333,Residential,Condo,,,GOOD SALE PER MLS,POINT (-72.61762 41.78882)
2020347,2020,09/13/2021,Ansonia,7 ARLENE DR,155300,315000,0.493,Residential,Single Family,,,,POINT (-73.05727 41.34003)
200408,2020,7/1/2021,Madison,57 WOODSVALE RD,191500,350000,0.5471,Residential,Single Family,,,,POINT (-72.64255 41.33897)
20059,2020,10/29/2020,Darien,3 CANOE TRAIL,1263780,1742500,0.725268293,Residential,Single Family,,,,
200175,2020,04/19/2021,Coventry,204 MAPLE DR,165000,295000,0.5593,Residential,Single Family,,,,
200059,2020,10/29/2020,Guilford,32 SAGINAW TR,79520,134000,0.5934,Residential,Condo,,,,POINT (-72.69336 41.40096)
200065,2020,01/21/2021,Killingworth,634 ROUTE 148,236270,385000,0.6136,Residential,Single Family,,,,
2020032,2020,10/28/2020,Berlin,LOT 2A NORTON RD,103500,140000,0.7392,Vacant Land,,,,,POINT (-72.79365 41.61125)
200071,2020,12/15/2020,Colchester,79 LAKEVIEW DR,97300,220000,0.4422,Residential,Single Family,,,,POINT (-72.41755 41.5288)
201063,2020,06/15/2021,Danbury,31 DAVIS ST,133300,230000,0.5795,Residential,Single Family,,G13176,,POINT (-73.46857 41.39832)
200322,2020,5/4/2021,Guilford,680 DURHAM RD,258310,8000,32.2887,Residential,Single Family,06 - Portion of Property,ONLY A PORTION OF THE LAND WAS SOLD WITH A LOT LINE REVISION TO ID 2551,,POINT (-72.69572 41.31491)
200189,2020,11/9/2020,Danbury,16 VISTA AV,96200,185000,0.52,Residential,Single Family,,I05085,,
20104,2020,6/10/2021,Lebanon,CHURCH RD (266-35),2970,169000,0.0175,Vacant Land,,28 - Use Assessment,,,POINT (-72.23144 41.60323)
200540,2020,05/24/2021,Enfield,6 BUCHANAN RD,153110,330000,0.4639,Residential,Single Family,,,,
20181,2020,2/10/2021,Darien,12 BAILEY AVE,598710,965000,0.6204,Residential,Single Family,,,,POINT (-73.47618 41.07707)
20049,2020,04/19/2021,Barkhamsted,72 WARNER RD,156450,350000,0.447,Residential,Single Family,07 - Change in Property,"1979 Ranch - Log Home, 1296 SFLA, 4.09 AC",MLS INFO: Part Fin Bsmnt and additional 1/2 bath PER ASSESSOR,POINT (-72.9419 41.89826)
200276,2020,11/25/2020,Manchester,124A HIGHLAND STREET,103600,148900,0.695768972,Residential,Condo,,,,
200392,2020,06/24/2021,Madison,9 ROBIN RIDGE DR,231300,442000,0.5233,Residential,Single Family,,,,POINT (-72.6052 41.30793)
200158,2020,03/23/2021,Coventry,8 AUBURN TR,69400,85000,0.8164,Residential,Single Family,04 - Correcting Deed,ASSESSMENT NOW INC CRUMB FNDTN,,
200045,2020,10/26/2020,Guilford,330 BOSTON ST,217020,325000,0.6677,Residential,Single Family,,,,
201613,2020,08/19/2021,Greenwich,15 AZALEA TERRACE,969920,2225000,0.4359,Residential,Single Family,,,,POINT (-73.5808 41.0712)
200034,2020,11/2/2020,East Haddam,228 CLARK HILL RD,262640,380000,0.6911,Residential,Single Family,,,,POINT (-72.37042 41.44832)
2020415,2020,09/17/2021,Berlin,511 PERCIVAL AVE,159400,334500,0.4765,Residential,Single Family,,,,POINT (-72.78676 41.61864)
200048,2020,10/23/2020,East Haven,374 SHORT BEACH RD,114950,212500,0.5409,Residential,Single Family,,,,
200914,2020,09/15/2021,Enfield,20 QUAIL HOLLOW,145040,150000,0.9669,Residential,Condo,08 - Part Interest,,,POINT (-72.55699 41.99612)
20429,2020,02/17/2021,Hartford,124 HARBISON AVE,36120,60000,0.602,Residential,Single Family,25 - Other,SHORT SALE,,POINT (-72.69956 41.75187)
201557,2020,09/22/2021,Danbury,29 FORTY ACRE MT RD,327900,700000,0.4684,Residential,Single Family,,K05179,,POINT (-73.42743 41.44592)
200753,2020,8/11/2021,Glastonbury,114 MOUNTAIN VIEW RD,243400,415000,0.5865,Residential,Single Family,,,,POINT (-72.51811 41.69654)
200138,2020,04/26/2021,Mansfield,546 MANSFIELD CITY RD,121500,270000,0.45,Residential,Single Family,,,,POINT (-72.23205 41.76319)
200030,2020,10/13/2020,Killingly,277 NO SHORE RD,104510,255000,0.4098,Residential,Single Family,,,,
200397,2020,12/23/2020,Danbury,26 SILCAM DR,226500,409000,0.5537,Residential,Single Family,,K08009,,POINT (-73.43301 41.42461)
20000153,2020,5/7/2021,Granby,12 GLEN RD,11410,24000,0.4754,Vacant Land,,28 - Use Assessment,PA 490 REMOVED,,
200046,2020,06/18/2021,Bridgewater,0 NEW MILFORD RD EAST,5380,650000,0.0082,Vacant Land,,28 - Use Assessment,Forest,,
200046,2020,11/12/2020,Essex,27 OLD DEEP RIVER RD,159300,397000,0.401259446,Residential,Single Family,07 - Change in Property,,HAS FINISHED BASEMENT PER MLS,
201213,2020,05/19/2021,Griswold,134 LATHAM DR,76160,170000,0.448,Residential,Single Family,,,,
20036,2020,12/7/2020,Lebanon,63 GATES FARM RD,204370,329000,0.6211,Residential,Single Family,,,,
200173,2020,1/12/2021,Guilford,2532 LONG HILL RD,334280,578000,0.5783,Residential,Single Family,,,,
200169,2020,7/8/2021,Easton,5 KENT ROAD,263320,665000,0.3959,Residential,Single Family,,,,POINT (-73.26607 41.23941)
201059,2020,07/27/2021,Manchester,77 WESTERLY STREET,117900,242000,0.4871,Residential,Single Family,,,,
200316,2020,08/17/2021,Colchester,29 VICKI LN,120300,210000,0.5728,Residential,Condo,,CONDO,,
20044,2020,3/8/2021,Bolton,81 BIRCH MOUNTAIN RD,266700,425000,0.6275,Residential,Two Family,,,,
20533,2020,03/17/2021,Hartford,536 FARMINGTON AVE,74270,70000,1.061,Vacant Land,,,,,POINT (-72.71022 41.76635)
200067,2020,10/26/2020,Enfield,57 LAURELS B12UA,140210,290000,0.4834,Residential,Condo,,,,
20247,2020,4/7/2021,Darien,18 SEAGATE ROAD,1791580,2630000,0.6812,Residential,Single Family,,,,
200034,2020,10/6/2020,Danbury,17 WEST CROSS TR,18200,409799,0.0444,Residential,Condo,07 - Change in Property,NEW CONSTRUCTION / B16001-112,,
200480,2020,5/6/2021,Glastonbury,7 DRUMLIN RD,435800,725000,0.6011,Residential,Single Family,,,,
201158,2020,8/10/2021,Bristol,3-5 WILLOUGHBY ST,82390,155250,0.5306,Residential,Two Family,25 - Other,ESTATE SALE,,
200023,2020,10/6/2020,Manchester,188 MAIN STREET,117000,200000,0.585,Residential,Condo,,,,POINT (-72.52577 41.78722)
20706,2020,7/12/2021,East Hartford,284-310 PRESTIGE PARK RD,1430830,4080315,0.3506,Commercial,,,,,
200433,2020,12/30/2020,Greenwich,18 OLD WAGON ROAD,1549240,2025000,0.765,Residential,Single Family,,,,POINT (-73.5688 41.05675)
201279,2020,06/29/2021,Greenwich,173 1/2 DAVIS AVENUE,664230,860000,0.7723,Residential,Two Family,,,,
200321,2020,3/2/2021,Branford,30 PINEVIEW,108600,200000,0.543,Residential,Condo,,,,POINT (-72.81351 41.30699)
20048,2020,12/1/2020,Burlington,12 LAKE STREET,172190,405000,0.4251,Residential,Single Family,07 - Change in Property,MAJOR RENOVATION,,
20523,2020,3/12/2021,Hartford,438 HILLSIDE AVE,71680,295000,0.2429,Residential,Three Family,,,,
200596,2020,02/16/2021,Danbury,89 STARRS PLAIN RD,225700,360000,0.6269,Residential,Single Family,,H25002,,
20292,2020,04/28/2021,Bethel,10 BARNUM COURT,193340,333000,0.5806,Residential,Condo,,,,
200096,2020,7/1/2021,Kent,48 DUGGAN RD,237100,427500,0.5546,Residential,Single Family,,,,
200426,2020,12/31/2020,Manchester,114 CHARTER OAK STREET,211200,150000,1.408,Commercial,,01 - Family,FAMILY SALE / PARTIAL INTEREST,,POINT (-72.51517 41.76445)
20333,2002,12/18/2002,Milford,12 LAMPLIGHT LN,113260,260000,0.435615385,,,,,,
200172,2020,6/1/2021,Mansfield,147 BEECH MTN RD,151300,282000,0.5365,Residential,Single Family,,,,POINT (-72.19721 41.75234)
200048,2020,5/4/2021,Lyme,153 BEAVER BROOK RD,231208,384000,0.6021,Residential,Single Family,28 - Use Assessment,,,POINT (-72.30976 41.41311)
200096,2020,3/11/2021,East Windsor,72 CHAMBERLAIN RD,155680,360000,0.4324,Residential,Single Family,07 - Change in Property,ASSMNT MISSING FIN BSMNT AREA,,POINT (-72.54291 41.90157)
200817,2020,08/13/2021,Enfield,17 MATHEWSON AVE,155260,325000,0.4777,Residential,Single Family,,,,
200267,2020,01/28/2021,Branford,B17 RIVERVIEW CROSSING,74700,134000,0.5574,Residential,Condo,,,,POINT (-72.85305 41.25459)
200086,2020,11/23/2020,Madison,16 TOFFEE LN,362400,390000,0.9292,Residential,Single Family,,,,
200943,2020,06/28/2021,Manchester,2 WEST CENTER STREET,95700,186000,0.5145,Residential,Single Family,,,,
200566,2020,9/9/2021,Guilford,130 NUT PLAINS RD,142730,263000,0.5426,Residential,Single Family,,,,POINT (-72.67948 41.3043)
200292,2020,01/19/2021,Enfield,12 FOXCROFT RD,104700,189900,0.5513,Residential,Single Family,,,,POINT (-72.58954 42.01161)
200827,2020,05/24/2021,Bristol,21 FRANCES ST,93800,219000,0.4283,Residential,Three Family,,,,POINT (-72.95156 41.67418)
200258,2020,11/20/2020,Greenwich,19 TOD LANE,1079680,1010000,1.0689,Residential,Single Family,10 - A Will,,,POINT (-73.60687 41.10797)
200525,2020,05/27/2021,Glastonbury,111 HALE RD,152700,211000,0.7236,Residential,Single Family,,,,POINT (-72.56893 41.69782)
200760,2020,09/13/2021,Groton,52 BEACH RD,359170,550000,0.653036364,Residential,Single Family,01 - Family,SOLD TO NIECE PER SALES QUESTIONNAIRE-ASSESSOR,,
20429,2020,06/23/2021,Darien,52 GIDEON LANE,150780,228097,0.661,Residential,Condo,,,,
20569,2020,05/25/2021,East Hartford,14 KENYON PL,92560,160000,0.5785,Residential,Single Family,,,,POINT (-72.62903 41.77518)
2000007,2020,11/19/2020,Hampton,3 NO BROOK ST,100700,225000,0.4475,Residential,Single Family,,,,
200267,2020,7/9/2021,Colchester,110 COLCHESTER COMMONS,52900,76000,0.696,Residential,Single Family,,MOBILE HOME,,POINT (-72.28782 41.59039)
200944,2020,09/30/2021,Enfield,HAMLET B14UA,84330,195000,0.4324,Residential,Condo,,,,POINT (-72.60091 41.96661)
200198,2020,11/10/2020,Danbury,51-71 PARK AV 4-59,77900,130000,0.5992,Residential,Condo,,H15126-30,,
20042,2020,3/11/2021,Lisbon,218 KIMBALL RD,147570,115000,1.283217391,Residential,Single Family,25 - Other,T0173300 GRANTEE LEASED PROPERTY FROM GRANTOR FOR 2 YEARS,,
20972,2020,7/7/2021,Hartford,36 GUILFORD #36,32009,109000,0.2936,Residential,Condo,16 - Charitable Group,,,
200753,2020,9/8/2021,Branford,26 BAYBERRY LA,863200,1750000,0.4932,Residential,Single Family,25 - Other,GRANTOR TOOK BACK MORTGAGE,,
200041,2020,12/1/2020,East Windsor,90 ROCKVILLE RD,130880,295000,0.4436,Residential,Single Family,07 - Change in Property,SKETCHED INCORRECTLY,,
200255,2020,11/18/2020,Manchester,53 HUDSON STREET,142500,260000,0.548,Residential,Two Family,,,,POINT (-72.52221 41.79321)
2020332,2020,9/3/2021,Ansonia,5 MYRTLE AVE,110200,278050,0.396331595,Residential,Single Family,07 - Change in Property,,PER MLS HOUSE HAS CENTRAL A/C,POINT (-73.07525 41.34556)
2000515,2020,09/14/2021,Cheshire,58 OLD TOWNE RD,190700,360000,0.529722222,Residential,Condo,07 - Change in Property,,TOTAL RENOVATION PER MLS - SEE PREVIOUS SALE #2000132,
200244,2020,9/2/2021,Litchfield,25 LOSEE RD,128180,350000,0.3662,Residential,Single Family,,,,
200019,2020,10/8/2020,East Lyme,231 BOSTON POST RD #12,87990,149900,0.5869,Residential,Condo,,,,
200399,2020,4/8/2021,Branford,8 HIGH PLAINS RD,276600,430000,0.6432,Residential,Single Family,,,,POINT (-72.7966 41.30039)
200085,2020,11/13/2020,East Lyme,30 WINSTON RD,185640,374000,0.4963,Residential,Single Family,,,,
20388,2020,2/3/2021,Hartford,251 FRANKLIN AVE,56105,170000,0.33,Residential,Three Family,,,,POINT (-72.67651 41.7438)
