brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price
Lenovo,21EM001GUS,13 Inches,Crimson,512 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,,,,1011.16
Lenovo,Lenovo Thinkpad,17.3 Inches,,,Core i7,32 GB,Windows,Backlit Keyboard,Integrated,,,,996.88
Dell,Inspiron 3511,15.6 Inches,Maroon,1 TB,Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,1 GHz,,903.78
Dell,Latitude,15.6 Inches,,512 GB,Core i7,8 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,,1300.76
SAMSUNG,Galaxy Book Odyssey,15.6 Inches,,1 TB,Intel Core i7,16 GB,Windows 11 Home,"Backlit Kb,Fingerprint Reader",Dedicated,NVIDIA GeForce RTX 3050 Ti Max-Q Graphics,,4.7,1135.71
Alienware,AWm15-7830SLV-PUS,15.6 Inches,,1000 GB,Core i7 8750H,16 GB,Windows 10 Home,Anti-glare,Dedicated,NVIDIA GeForce GTX 1060,,4.1,1231.5
Dell,Latitude 5320 2-in-1,13.3 Inches,Black,1000 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,1047.19
Dell,Inspiron 5625 Laptop,16 Inches,Crimson,512 GB,AMD Ryzen 7,16 GB,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,,1336.11
Lenovo,ThinkPad,14 Inches,,256 GB,Core i5-5200U,8 GB,Windows 10,"Backlit Keyboard,Fingerprint Reader","Integrated, Dedicated",Intel Graphics Integrated,,3.3,1507.9
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1700.42
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1164.1
HP,,15.6 Inches,Red,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,601.68
Lenovo,13w Yoga,13.3 Inches,,256 GB,Ryzen 5,8 GB,Windows 11 Pro,Information Not Available,Radeon Graphics,AMD Radeon Graphics,,,1048.07
Dell,Inspiron 3511,15.6 Inches,Burgundy,1 TB,Core i5,32 GB,Windows 11 Home,,Integrated,Intel UHD Graphics,1 GHz,,541.84
Dell,Latitude,14 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,"High Definition Audio, Anti Glare Coating, Memory Card Slot",Integrated,,,5.0,961.59
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,886.08
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1258.57
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,836.28
DELL,Inspiron,16 Inches,Red,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1189.7
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,778.11
MSI,Stealth GS66 12UGS-025,15.6 Inches,Red,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1164.42
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1023.83
Dell,Latitude 3320 Laptop,13.3 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,1555.57
Dell,Latitude 7430 Laptop,14 Inches,Burgundy,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,4.0,864.97
Lenovo,ThinkPad P15 Gen 2,15.6 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Anti-glare Screen,RTX A2000,,,,1020.48
Dell,Inspiron 3515,15.6 Inches,Crimson,256 GB,AMD R Series,8 GB,Windows 10 Pro,,Integrated,AMD Radeon Graphics,2.1 GHz,,1238.65
Dell,XPS 15 7590,15.6 Inches,,1 TB,Intel Core Duo,32 GB,Windows 10 Pro,"Chiclet,Fingerprint Reader",Dedicated,NVIDIA GeForce GTX 1650,,3.0,836.09
Dell,XPS 9320 Laptop,13.4 Inches,Maroon,2000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,,697.27
Lenovo,ThinkPad E15,15.6 Inches,Crimson,1000 GB,Core i7,24 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,1.7 GHz,,1112.07
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,939.63
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,973.4
HP,,15.6 Inches,Scarlet,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,703.25
Dell,Precision,15.6 Inches,Crimson,512 GB,Core i7 Family,16 GB,Windows 10,,Dedicated,Radeon Pro WX Vega M GL,,1.0,1216.81
Dell,,14 Inches,,32 GB,Core i7,32 GB,,Backlit Kb,Integrated,,1.7 GHz,4.3,959.57
Dell,Inspiron 5425 Laptop,14 Inches,Scarlet,512 GB,AMD Ryzen 7,16 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,5.0,1067.15
Dell,Latitude 5430 Laptop,14 Inches,Crimson,1000 GB,Core i7,64 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1430.35
Lenovo,ThinkPad X1 Carbon Gen 8,14 Inches,Black,512 GB,,16 GB,Windows 10,Anti-glare,Integrated,Intel UHD Graphics,,3.8,522.54
Razer,Blade 15,15.6 Inches,Black,,Corei7-10750H,16 GB,Windows 10 Home,Backlit Keyboard,RTX 3070,NVIDIA GeForce TRX 3070,,4.2,843.54
Dell,Vostro 3520 Laptop,15.6 Inches,Crimson,256 GB,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1157.42
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,757.04
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1121.29
DELL,Inspiron,16 Inches,Scarlet,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1113.7
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1166.25
MSI,Stealth GS66 12UGS-025,15.6 Inches,Maroon,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,710.27
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1138.57
HP,HP EliteBook,14 Inches,Crimson,,1.2GHz Cortex A8 Processor,1 GB,Windows 10,,Integrated,Intel Iris,,,1183.04
Dell,Alienware X14 Laptop,14 Inches,Burgundy,1000 GB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,1314.51
Lenovo,,15.6 Inches,Gray,512 GB,Core i7,16 GB,Windows 10,Fingerprint Reader,Dedicated,NVIDIA GeForce GTX 1650,,3.8,710.96
Dell,Dell-7855-G7-512SSD,15.6 Inches,Burgundy,512 GB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1060,,5.0,1314.8
Lenovo,Lenovo 17.3 L,17.3 Inches,Platinum Grey,128 GB,Ryzen 3 1300X,8 GB,Windows 10,"Anti-glare,Dolby",Integrated,,,4.7,1111.27
ASUS,ASUS Rog Zephyrus,15.6 Inches,Red,1 TB,Corei7-10875H,16 GB,Windows 10 Pro,,RTX 2070 Super,NVIDIA GeForce RTX 2070 Max-Q,,3.5,841.33
Dell,Dell Inspiron 16 5625,16 Inches,Red,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,AMD Radeon Graphics,,,699.03
Dell,Dell Precision 5520 Mobile Workstation,15.6 Inches,Red,,,16 GB,Windows 10 Pro,,Dedicated,Intel HD Graphics 630,2.9 GHz,2.0,1208.74
ROKC,,15.6 Inches,Maroon,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1432.16
HP,,14 Inches,Scarlet,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1278.06
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1055.37
dell,,15.6 Inches,Red,1 TB,Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,,4.0,777.45
Dell,Alienware X17 R2 Laptop,17.3 Inches,Burgundy,1000 GB,Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,,957.2
Dell,Alienware m15 R3 Laptop,15.6 Inches,Dark Side of the Moon,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2070 Super,,,,894.24
ASUS,ZenBook 14,14 Inches,Maroon,512 GB,Intel Core i5,8 GB,Windows 10 Home,,Integrated,Intel UHD Graphics,4.2 GHz,4.3,535.72
HP,ZBook Fury G8,17.3 Inches,,1 TB,Core i9,64 GB,Windows 11 Pro,Anti-glare Screen,"RTX A5000,UHD Graphics",NVIDIA Intel RTX A5000 UHD Graphics,,,951.61
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1051.86
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1051.48
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,858.83
MSI,Vector GP66 12UGS-267,15.66 Inches,Red,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1437.64
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,331.88
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1031.89
Lenovo,,14 Inches,Burgundy,1 TB,,16 GB,Windows 11 Pro,,Integrated,,3.4 GHz,,1247.45
Lenovo,Lenovo Ideapad,15.6 Inches,,512 MB,AMD Ryzen 7,8 GB,Windows 10,Anti-glare,Integrated,,2 GHz,3.9,1092.51
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,850.79
Lenovo,ThinkPad T14 G1,14 Inches,Red,,Core i7,16 GB,Windows 10 Pro,,Integrated,,1.8,3.5,1120.46
Lenovo,Lenovo ThinkPad P1 Gen 5,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,,853.77
ROKC,,15.6 Inches,Crimson,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,918.78
HP,,14 Inches,Red,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1199.68
HP,,15.6 Inches,Burgundy,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1259.41
Dell,AWm17-7296WHT-PUS,17.3 Inches,Burgundy,1 TB,Corei7-10750H,16 GB,Windows 10 Home,,Dedicated,NVIDIA RTX 2070,,4.4,1495.54
acer,CB315-1HT,15.6 Inches,Burgundy,32 GB,Celeron N3350,4 GB,Chrome OS,,Integrated,Intel HD Grpahics 500,,3.9,1302.84
Dell,Dell Latitude 5520,15.6 Inches,Crimson,1 TB,Core i5,32 GB,Windows 10 Pro,,Dedicated,Intel Iris Xe Graphics,,4.0,1026.63
ASUS,ROG Strix Scar 15,15.6 Inches,Maroon,1 TB,Ryzen 9,32 GB,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.1,412.66
Dell,Inspiron 5625 Laptop,16 Inches,Burgundy,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,,1179.37
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1200.06
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,881.69
DELL,Inspiron,16 Inches,Red,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,1379.09
MSI,Vector GP66 12UGS-267,15.66 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1220.62
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,768.07
ROKC,,14 Inches,Maroon,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,1030.02
lenovo,80mk0010us,13.3 Inches,Burgundy,256 GB,,8 GB,Windows 10 Home 64,,Integrated,Intel HD Graphics 520,2.5 GHz,3.3,948.77
Dell,Dell XPS,15.6 Inches,Burgundy,1 TB,,32 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650 Ti,2 GHz,3.6,1132.25
Dell,Inspiron 3515,15.6 Inches,Red,512 GB,AMD R Series,8 GB,Windows 10 Home,,Integrated,AMD Radeon Graphics,2.1 GHz,5.0,1021.23
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,1199.84
DELL,Dell XPS,13.3 Inches,Scarlet,,,8 GB,Windows 10 Home,,Integrated,Intel HD Graphics 620,,4.0,936.21
Lenovo,ThinkPad L14 Gen 3,14 Inches,,256 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,0.0,750.87
Dell,Latitude 7430 Laptop,14 Inches,Red,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1239.1
ROKC,,15.6 Inches,Burgundy,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1401.53
HP,,14 Inches,Burgundy,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,982.17
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1190.63
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,,656.13
Lenovo,Thinkpad P52,15.6 Inches,Black,1 TB,Core i7,64 GB,Windows 10 Pro,"Anti-glare,Stereo Speakers",Dedicated,,,,935.64
Dell,Inspiron 5625 Laptop,16 Inches,Burgundy,512 GB,AMD Ryzen 7,32 GB,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,,1272.56
Dell,Latitude 3000,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,,794.92
Dell,Latitude 7330 Laptop,13.3 Inches,Red,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,624.77
HP,,15.6 Inches,Scarlet,,,32 GB,Windows 10 Pro,,Integrated,,,4.5,1410.17
Dell,Dell XPS,13.3 Inches,Maroon,,8032,16 GB,Windows 10 Pro,,Integrated,,,5.0,1028.35
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,683.33
ROKC,Ideapad 3,15.6 Inches,Crimson,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1132.5
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,993.84
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,593.35
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,924.02
ROKC,,14 Inches,Crimson,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,979.69
ROKC,,14 Inches,Crimson,512 GB,Intel Core i3,12 GB,Windows 11,,Integrated,Intel,1.7 GHz,0.0,1342.49
HP,Elite Dragonfly,13.3 Inches,Maroon,,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,4.3,1089.71
Dell,Latitude 5520,15.6 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,Backlit Kyb,Integrated,Intel Iris Xe Graphics,,,1034.14
MSI,Summit E14Evo A12M-025,14 Inches,Maroon,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,,995.61
MSI,GP66 Leopard,15.6 Inches,Red,1 TB,Core i7,32 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 3070,2.3 GHz,,1343.2
Dell,Latitude 5520 Laptop,15.6 Inches,Red,512 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1056.2
ROKC,,15.6 Inches,Crimson,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,835.47
HP,,14 Inches,Crimson,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1424.26
HP,,15.6 Inches,Crimson,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,980.79
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Crimson,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3080,,,915.47
Dell,Latitude 5430 Laptop,14 Inches,Crimson,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,1006.86
Lenovo,,14 Inches,Maroon,256 GB,,8 GB,Windows 10 Pro,,Integrated,,,,829.48
hp,,14 Inches,,,,4 GB,Windows 10 Home,Anti-glare,,,3.7 GHz,3.5,1045.33
Dell,Dell Latitude,13.3 Inches,Scarlet,,8032,8 GB,Windows 10,,,,,3.2,910.17
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1166.21
ROKC,Ideapad 3,15.6 Inches,Red,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,616.18
DELL,Inspiron,16 Inches,Scarlet,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,815.31
MSI,Vector GP66 12UGS-267,15.66 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1161.25
MSI,Stealth GS66 12UGS-025,15.6 Inches,Crimson,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,946.01
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,815.59
Dell,Latitude 5320 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,,835.5
Dell,,15.6 Inches,,1 TB,Intel Core i5,32 GB,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.2 GHz,,1115.84
Dell,LATITUDE 5580,15.6 Inches,Burgundy,256 GB,Core i7,8 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,,900.75
Apple,,16.2 Inches,,4 TB,Apple M2 Max,64 GB,macOS 10.14 Mojave,Backlit Keyboard,Integrated,,3.6 GHz,,698.99
Dell,Precision 7760 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,,1097.9
Lenovo,Lenovo Thinkpad,11.6 Inches,Scarlet,,Celeron,4 GB,Windows,,Dedicated,,1 GHz,,1107.48
DELL,Dell XPS 15 9520,15.6 Inches,Crimson,1 TB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,,995.5
Dell,Dell Precision 7770 Laptop,17 Inches,Burgundy,2 TB,Intel Core i7,64 GB,Windows 11 Pro,,Dedicated,"NVIDIA Â® RTXâ¢ A4500, 16 GB GDDR6",,,1306.4
ROKC,,15.6 Inches,Scarlet,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,911.73
HP,,14 Inches,Maroon,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1081.38
HP,,15.6 Inches,Maroon,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1170.23
HP,HP Pavilion,15.6 Inches,,1 TB,Core i5,6 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 520,,3.3,1149.61
HP,EliteBook 645 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,,1009.75
Dell,Latitude 7330,13 Inches,,512 GB,Intel Core i7,16 GB,Windows 11 Pro,Anti-glare,Integrated,,4.8 GHz,,751.72
Dell,Latitude 5330,13.3 Inches,,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,5.0,1068.76
Dell,Latitude 5531,15.6 Inches,,1 TB,Core i7,64 GB,Windows 11 Pro,Anti Gla,Integrated,,4.8 GHz,,1029.61
Dell,Latitude Rugged 5424 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,,1093.32
Dell,Alienware m18 Laptop,18 Inches,Scarlet,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4060,,,1354.67
Dell,Inspiron,14 Inches,,2 TB,Intel Core i7,64 GB,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,Intel Iris Xe Graphics,,,1288.82
HP,,14 Inches,Red,,Core i7,16 GB,Windows 10,,Integrated,Intel UPC,,,1035.06
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,1302.08
ROKC,Ideapad 3,15.6 Inches,Scarlet,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,603.09
DELL,Inspiron,16 Inches,Burgundy,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,561.58
MSI,Vector GP66 12UGS-267,15.66 Inches,Red,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,1604.67
MSI,Stealth GS66 12UGS-025,15.6 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,948.88
ROKC,,14 Inches,Burgundy,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,838.42
Lenovo,Lenovo Thinkpad,14 Inches,Red,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,,3 GHz,,1177.39
Dell,Precision 5000,17 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,RTX A2000,NVIDIA RTX A2000,,0.0,1082.89
HP,ZBook Firefly 16 G9,16 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,,1344.29
Dell,Latitude,15.6 Inches,Crimson,512 GB,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,5.0,1271.9
Dell,G16 7620 Laptop,16 Inches,Red,1000 GB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,,673.55
HP,1FX81UT#ABA,11.6 Inches,Information not Available,,8032,2 GB,Unknown,Alcohol-Free,Integrated,Intel HD Graphics 400,,4.2,846.56
ROKC,,15.6 Inches,Crimson,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,702.0
HP,,14 Inches,Burgundy,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,1059.55
HP,,15.6 Inches,Burgundy,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,0.0,855.76
Dell,Dell XPS,15.6 Inches,,1 TB,Intel Core M-5Y10 Processor,32 GB,Windows 10,Fingerprint,Dedicated,NVIDIA,,5.0,944.28
HP,2K2Z1US#ABA,15.6 Inches,Silver,1 TB,Intel Core i7,64 GB,Windows 10 Pro,HD Audio,Integrated,,,5.0,1199.04
Dell,Alienware m18 Laptop,18 Inches,Maroon,1000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4060,,,940.16
HP,HP EliteBook,13.3 Inches,Maroon,256 GB,Core i7,16 GB,,,Integrated,Intel UHD Graphics Premium,1.1 GHz,,1278.75
Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,,613.75
HP,EliteBook,15.6 Inches,Scarlet,,8032,8 GB,Windows 10 Pro,,Dedicated,,,,880.13
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5,942.39
ROKC,Ideapad 3,15.6 Inches,Maroon,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,0.0,1085.39
DELL,Inspiron,16 Inches,Scarlet,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,0.0,734.99
MSI,Vector GP66 12UGS-267,15.66 Inches,Burgundy,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5.0,860.96
MSI,Stealth GS66 12UGS-025,15.6 Inches,Scarlet,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1.0,1248.88
ROKC,,14 Inches,Red,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,0.0,935.02
Dell,Precision 7770 Laptop,17.3 Inches,Crimson,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,,779.46
MSI,Prestige 15 A11SC-034,15.6 Inches,Carbon Gray,,Core i7,16 GB,Win 10 Multi-language /Free upgrade to Win 11,Ergonomic,Dedicated,NVIDIA GeForce GTX 1650,,,1069.06
Dell,Latitude Rugged 5430 Laptop,14 Inches,Maroon,1000 GB,Core i7,64 GB,Windows 11 Pro,,Integrated,NVIDIA Quadro T500 2GB,,,898.84
